image;label
../data/modeling/other/06943.jpg;0
../data/modeling/renault/renault_captur_gris_15.jpg;1
../data/modeling/renault/renault_koleos_70.jpg;1
../data/modeling/renault/renault_megane_rs_7.jpg;1
../data/modeling/renault/renault_espace_noir_64.jpg;1
../data/modeling/other/08102.jpg;0
../data/modeling/other/07679.jpg;0
../data/modeling/other/06386.jpg;0
../data/modeling/renault/renault_twingo_gt_42.jpg;1
../data/modeling/renault/renault_scenic_gris_19.jpg;1
../data/modeling/renault/renault_captur_rouge_22.jpg;1
../data/modeling/other/07350.jpg;0
../data/modeling/other/06672.jpg;0
../data/modeling/renault/renault_espace_initial_54.jpg;1
../data/modeling/renault/renault_kangoo_58.jpg;1
../data/modeling/renault/renault_twingo3_66.jpg;1
../data/modeling/other/05962.jpg;0
../data/modeling/renault/renault_scenic_jaune_17.jpg;1
../data/modeling/other/05652.jpg;0
../data/modeling/other/audi_a4_48.jpg;0
../data/modeling/other/00619.jpg;0
../data/modeling/renault/renault_espace_8.jpg;1
../data/modeling/other/05672.jpg;0
../data/modeling/other/00605.jpg;0
../data/modeling/other/vw_passat_34.jpg;0
../data/modeling/renault/renault_clio_rs_37.jpg;1
../data/modeling/other/citroen_picasso_82.jpg;0
../data/modeling/other/05670.jpg;0
../data/modeling/other/toyota_yaris_29.jpg;0
../data/modeling/other/05276.jpg;0
../data/modeling/renault/renault_captur_jaune_31.jpg;1
../data/modeling/renault/renault_wing_sport_35.jpg;1
../data/modeling/renault/renault_megane_15.jpg;1
../data/modeling/other/00607.jpg;0
../data/modeling/renault/renault_scenic_jaune_43.jpg;1
../data/modeling/other/07907.jpg;0
../data/modeling/other/00559.jpg;0
../data/modeling/other/00519.jpg;0
../data/modeling/renault/renault_talisman_37.jpg;1
../data/modeling/other/citroen_c3_8.jpg;0
../data/modeling/renault/renault_rs01_73.jpg;1
../data/modeling/renault/renault_zoe_400km_74.jpg;1
../data/modeling/other/02900.jpg;0
../data/modeling/renault/renault_captur_bleu_26.jpg;1
../data/modeling/other/05176.jpg;0
../data/modeling/other/00667.jpg;0
../data/modeling/renault/renault_talisman_gris_31.jpg;1
../data/modeling/renault/renault_captur_gris_24.jpg;1
../data/modeling/other/05435.jpg;0
../data/modeling/other/08091.jpg;0
../data/modeling/other/05156.jpg;0
../data/modeling/renault/renault_megane_noir_24.jpg;1
../data/modeling/renault/renault_espace_noir_49.jpg;1
../data/modeling/renault/renault_twingo_24.jpg;1
../data/modeling/other/06113.jpg;0
../data/modeling/renault/renault_megane_jaune_16.jpg;1
../data/modeling/renault/renault_espace_bleu_52.jpg;1
../data/modeling/renault/renault_captur_27.jpg;1
../data/modeling/renault/renault_talisman_noir_66.jpg;1
../data/modeling/renault/renault_talisman_gris_17.jpg;1
../data/modeling/renault/renault_talisman_break_38.jpg;1
../data/modeling/other/toyota_yaris_38.jpg;0
../data/modeling/other/05778.jpg;0
../data/modeling/other/06381.jpg;0
../data/modeling/renault/renault_wind_bleu_87.jpg;1
../data/modeling/renault/renault_twingo_36.jpg;1
../data/modeling/renault/renault_logan_gris_16.jpg;1
../data/modeling/renault/renault_koleos_blanc_15.jpg;1
../data/modeling/other/05801.jpg;0
../data/modeling/other/00364.jpg;0
../data/modeling/other/05819.jpg;0
../data/modeling/other/02889.jpg;0
../data/modeling/other/mercedes_classe_c_50.jpg;0
../data/modeling/other/mercedes_class_e_45.jpg;0
../data/modeling/other/peugeot_5008_42.jpg;0
../data/modeling/renault/renault_laguna_89.jpg;1
../data/modeling/renault/renault_koleos_gris_30.jpg;1
../data/modeling/other/06526.jpg;0
../data/modeling/renault/renault_megane_trophy_14.jpg;1
../data/modeling/other/05958.jpg;0
../data/modeling/other/06247.jpg;0
../data/modeling/renault/renault_pulse_blanc_4.jpg;1
../data/modeling/renault/renault_laguna_11.jpg;1
../data/modeling/other/07641.jpg;0
../data/modeling/other/peugeot_5008_36.jpg;0
../data/modeling/renault/renault_clio_rs_81.jpg;1
../data/modeling/other/05088.jpg;0
../data/modeling/other/ford_fiesta_56.jpg;0
../data/modeling/renault/renault_talisman_noir_65.jpg;1
../data/modeling/other/05678.jpg;0
../data/modeling/other/07272.jpg;0
../data/modeling/renault/renault_laguna_blanc_87.jpg;1
../data/modeling/other/05086.jpg;0
../data/modeling/other/bmw_serie1_37.jpg;0
../data/modeling/other/00632.jpg;0
../data/modeling/other/00651.jpg;0
../data/modeling/other/07329.jpg;0
../data/modeling/renault/renault_r5_turbo2_48.jpg;1
../data/modeling/other/02906.jpg;0
../data/modeling/other/bmw_x4_45.jpg;0
../data/modeling/renault/renault_megane_rs_5.jpg;1
../data/modeling/renault/renault_clio_v6_87.jpg;1
../data/modeling/renault/renault_megane_noir_45.jpg;1
../data/modeling/renault/renault_talisman_blanc_18.jpg;1
../data/modeling/renault/renault_scenic_noir_49.jpg;1
../data/modeling/renault/renault_twingo_49.jpg;1
../data/modeling/renault/renault_clio_gt_36.jpg;1
../data/modeling/other/06440.jpg;0
../data/modeling/renault/renault_logan_36.jpg;1
../data/modeling/other/05686.jpg;0
../data/modeling/other/06995.jpg;0
../data/modeling/other/05317.jpg;0
../data/modeling/renault/renault_twingo3_77.jpg;1
../data/modeling/renault/renault_pulse_25.jpg;1
../data/modeling/other/audi_a4_32.jpg;0
../data/modeling/renault/renault_fluence_rouge_3.jpg;1
../data/modeling/other/07194.jpg;0
../data/modeling/other/mercredes_formula1_car_15.jpg;0
../data/modeling/other/07506.jpg;0
../data/modeling/renault/renault_logan_gris_26.jpg;1
../data/modeling/other/05092.jpg;0
../data/modeling/other/07885.jpg;0
../data/modeling/renault/renault_espace_noir_47.jpg;1
../data/modeling/other/citroen_c3_32.jpg;0
../data/modeling/renault/renault_pulse_23.jpg;1
../data/modeling/renault/renault_kadjar_noir_71.jpg;1
../data/modeling/other/07841.jpg;0
../data/modeling/renault/renault_wind_gris_94.jpg;1
../data/modeling/other/07349.jpg;0
../data/modeling/other/06944.jpg;0
../data/modeling/renault/renault_megane_noir_38.jpg;1
../data/modeling/renault/renault_clio_trophy_14.jpg;1
../data/modeling/renault/renault_fluence_vert_71.jpg;1
../data/modeling/renault/renault_rs01_5.jpg;1
../data/modeling/other/07157.jpg;0
../data/modeling/other/06316.jpg;0
../data/modeling/renault/renault_megane_14.jpg;1
../data/modeling/renault/renault_clio_gt_55.jpg;1
../data/modeling/renault/renault_logan_10.jpg;1
../data/modeling/renault/renault_twingo_56.jpg;1
../data/modeling/renault/renault_alaskan_9.jpg;1
../data/modeling/other/05842.jpg;0
../data/modeling/renault/renault_rs17_8.jpg;1
../data/modeling/other/07742.jpg;0
../data/modeling/other/vw_golf_28.jpg;0
../data/modeling/other/07994.jpg;0
../data/modeling/renault/renault_clio_trophy_10.jpg;1
../data/modeling/renault/renault_captur_gris_8.jpg;1
../data/modeling/other/07736.jpg;0
../data/modeling/renault/renault_megane_rs_15.jpg;1
../data/modeling/renault/renault_wind_gris_3.jpg;1
../data/modeling/other/toyota_yaris_26.jpg;0
../data/modeling/renault/renault_kadjar_gris_54.jpg;1
../data/modeling/renault/renault_captur_gris_91.jpg;1
../data/modeling/other/06911.jpg;0
../data/modeling/renault/renault_laguna_gris_61.jpg;1
../data/modeling/other/07004.jpg;0
../data/modeling/other/07899.jpg;0
../data/modeling/renault/renault_koleos_76.jpg;1
../data/modeling/renault/renault_koleos_gris_25.jpg;1
../data/modeling/renault/renault_koleos_noir_8.jpg;1
../data/modeling/renault/renault_r5_49.jpg;1
../data/modeling/other/05408.jpg;0
../data/modeling/renault/renault_laguna_noir_50.jpg;1
../data/modeling/renault/renault_scenic_29.jpg;1
../data/modeling/other/08074.jpg;0
../data/modeling/renault/renault_clio_8.jpg;1
../data/modeling/renault/renault_wing_sport_5.jpg;1
../data/modeling/other/citroen_picasso_67.jpg;0
../data/modeling/other/06989.jpg;0
../data/modeling/other/07325.jpg;0
../data/modeling/other/07283.jpg;0
../data/modeling/renault/renault_captur_2.jpg;1
../data/modeling/renault/renault_kadjar_bleu_5.jpg;1
../data/modeling/other/07611.jpg;0
../data/modeling/other/06994.jpg;0
../data/modeling/renault/renault_r5_turbo2_81.jpg;1
../data/modeling/other/toyota_yaris_67.jpg;0
../data/modeling/other/07725.jpg;0
../data/modeling/other/07738.jpg;0
../data/modeling/renault/renault_espace_bleu_76.jpg;1
../data/modeling/renault/renault_twingo3_52.jpg;1
../data/modeling/renault/renault_r5_turbo2_9.jpg;1
../data/modeling/other/citroen_c3_20.jpg;0
../data/modeling/other/06443.jpg;0
../data/modeling/other/00551.jpg;0
../data/modeling/renault/renault_wind_rouge_14.jpg;1
../data/modeling/renault/renault_clio_rouge_2.jpg;1
../data/modeling/other/00359.jpg;0
../data/modeling/renault/renault_espace_51.jpg;1
../data/modeling/renault/renault_fluence_noir_27.jpg;1
../data/modeling/renault/renault_r5_turbo2_4.jpg;1
../data/modeling/other/06410.jpg;0
../data/modeling/renault/renault_kadjar_gris_48.jpg;1
../data/modeling/other/07357.jpg;0
../data/modeling/other/02593.jpg;0
../data/modeling/other/07861.jpg;0
../data/modeling/other/00363.jpg;0
../data/modeling/renault/renault_megane_jaune_46.jpg;1
../data/modeling/other/00543.jpg;0
../data/modeling/renault/renault_captur_rouge_58.jpg;1
../data/modeling/other/fiat_500_47.jpg;0
../data/modeling/other/07346.jpg;0
../data/modeling/renault/renault_talisman_blanc_78.jpg;1
../data/modeling/renault/renault_pulse_jaune_53.jpg;1
../data/modeling/renault/renault_laguna_58.jpg;1
../data/modeling/other/02813.jpg;0
../data/modeling/other/05662.jpg;0
../data/modeling/renault/renault_koleos_gris_17.jpg;1
../data/modeling/other/06581.jpg;0
../data/modeling/other/06791.jpg;0
../data/modeling/renault/renault_twingo_62.jpg;1
../data/modeling/other/07568.jpg;0
../data/modeling/other/00470.jpg;0
../data/modeling/renault/renault_kadjar_bleu_25.jpg;1
../data/modeling/other/06105.jpg;0
../data/modeling/renault/renault_megane_75.jpg;1
../data/modeling/other/citroen_ds3_56.jpg;0
../data/modeling/other/audi_a8_23.jpg;0
../data/modeling/other/mercedes_class_e_82.jpg;0
../data/modeling/renault/renault_clio_blanche_52.jpg;1
../data/modeling/renault/renault_clio_68.jpg;1
../data/modeling/other/05243.jpg;0
../data/modeling/other/05450.jpg;0
../data/modeling/other/07373.jpg;0
../data/modeling/other/06296.jpg;0
../data/modeling/other/00719.jpg;0
../data/modeling/other/07441.jpg;0
../data/modeling/other/mercedes_class_e_24.jpg;0
../data/modeling/renault/renault_wind_noir_53.jpg;1
../data/modeling/renault/renault_wind_rouge_1.jpg;1
../data/modeling/other/citroen_ds3_58.jpg;0
../data/modeling/other/07400.jpg;0
../data/modeling/other/07316.jpg;0
../data/modeling/other/06461.jpg;0
../data/modeling/other/00664.jpg;0
../data/modeling/renault/renault_zoe_gris_21.jpg;1
../data/modeling/renault/renault_pulse_noir_7.jpg;1
../data/modeling/other/05203.jpg;0
../data/modeling/renault/renault_fluence_70.jpg;1
../data/modeling/renault/renault_captur_rouge_75.jpg;1
../data/modeling/renault/renault_alaskan_76.jpg;1
../data/modeling/other/range_rover_7.jpg;0
../data/modeling/renault/renault_talisman_noir_20.jpg;1
../data/modeling/renault/renault_kadjar_bleu_47.jpg;1
../data/modeling/renault/renault_fluence_rouge_2.jpg;1
../data/modeling/other/citroen_ds3_61.jpg;0
../data/modeling/renault/renault_wind_bleu_29.jpg;1
../data/modeling/other/07536.jpg;0
../data/modeling/renault/renault_talisman_blanc_3.jpg;1
../data/modeling/renault/renault_laguna_blanc_40.jpg;1
../data/modeling/renault/renault_megane_gt_59.jpg;1
../data/modeling/renault/renault_megane_66.jpg;1
../data/modeling/other/07422.jpg;0
../data/modeling/renault/renault_kadjar_30.jpg;1
../data/modeling/other/bmw_serie1_61.jpg;0
../data/modeling/other/08027.jpg;0
../data/modeling/other/07069.jpg;0
../data/modeling/other/05261.jpg;0
../data/modeling/renault/renault_fluence_41.jpg;1
../data/modeling/renault/renault_espace_noir_50.jpg;1
../data/modeling/renault/renault_twingo_66.jpg;1
../data/modeling/other/00496.jpg;0
../data/modeling/other/mercedes_classe_c_42.jpg;0
../data/modeling/other/05158.jpg;0
../data/modeling/other/06904.jpg;0
../data/modeling/other/mercedes_classe_c_44.jpg;0
../data/modeling/renault/renault_talisman_break_42.jpg;1
../data/modeling/renault/renault_kadjar_gris_40.jpg;1
../data/modeling/renault/renault_wing_sport_31.jpg;1
../data/modeling/renault/renault_clio_gt_53.jpg;1
../data/modeling/renault/renault_zoe_400km_45.jpg;1
../data/modeling/renault/renault_laguna_gris_14.jpg;1
../data/modeling/other/vw_golf_62.jpg;0
../data/modeling/renault/renault_clio_v6_74.jpg;1
../data/modeling/other/06537.jpg;0
../data/modeling/other/00370.jpg;0
../data/modeling/renault/renault_twingo3_75.jpg;1
../data/modeling/other/ford_focus_67.jpg;0
../data/modeling/renault/renault_captur_rouge_63.jpg;1
../data/modeling/renault/renault_laguna_gris_9.jpg;1
../data/modeling/other/07088.jpg;0
../data/modeling/other/05815.jpg;0
../data/modeling/other/00432.jpg;0
../data/modeling/other/mercedes_class_e_43.jpg;0
../data/modeling/renault/renault_twingo_rs_33.jpg;1
../data/modeling/renault/renault_wing_sport_28.jpg;1
../data/modeling/renault/renault_talisman_24.jpg;1
../data/modeling/other/06123.jpg;0
../data/modeling/other/06708.jpg;0
../data/modeling/other/audi_a4_42.jpg;0
../data/modeling/renault/renault_clio_trophy_58.jpg;1
../data/modeling/other/05553.jpg;0
../data/modeling/other/05881.jpg;0
../data/modeling/renault/renault_twingo_11.jpg;1
../data/modeling/other/06363.jpg;0
../data/modeling/other/05264.jpg;0
../data/modeling/other/05380.jpg;0
../data/modeling/renault/renault_pulse_1.jpg;1
../data/modeling/renault/renault_megane_trophy_44.jpg;1
../data/modeling/renault/renault_kangoo_blanc_68.jpg;1
../data/modeling/renault/renault_wind_noir_70.jpg;1
../data/modeling/other/06693.jpg;0
../data/modeling/other/07883.jpg;0
../data/modeling/renault/renault_clio_gt_32.jpg;1
../data/modeling/renault/renault_r5_turbo2_17.jpg;1
../data/modeling/renault/renault_rs01_12.jpg;1
../data/modeling/renault/renault_kadjar_gris_18.jpg;1
../data/modeling/other/citroen_ds3_46.jpg;0
../data/modeling/renault/renault_espace_initial_19.jpg;1
